Carb.Volume,Fill.Ounces,PC.Volume,Carb.Pressure,PSC,PSC.Fill,PSC.CO2,Carb.Pressure1,Fill.Pressure,Hyd.Pressure1,Hyd.Pressure4,Temperature,Usage.cont,Carb.Flow,MFR,Pressure.Vacuum,PH,Oxygen.Filler,Bowl.Setpoint,Air.Pressurer
5.5,23.96666667,0.232666667,70.2,0.06,0.12,0.04,132.8,45.8,0,76,64.6,17.62,2984,731.4,-4.8,8.78,0.024,120,142.8
5.326666667,23.95333333,0.214666667,66.2,0.018,0.16,0.02,134.8,46,0,102,65.8,22.56,2988,737.2,-4.8,8.74,0.024,120,142.8
5.28,23.94666667,0.259333333,76.4,0.086,0.38,0.06,122.6,46.2,0,100,65.4,19.48,2990,730.4,-4.8,8.8,0.022,120,142.8
5.346666667,23.96,0.266666667,69,0.014,0.08,0.08,121.4,46.2,0,94,65.4,19.1,2998,732.8,-4.8,8.8,0.024,120,142.8
5.333333333,23.95333333,0.278666667,69.6,0.14,0.16,0.02,124.2,46.2,0,100,65.2,23.12,2994,732,-4.8,8.8,0.024,120,142.8
5.333333333,24.01333333,0.248,66,0.056,0.18,0.02,116.6,46.2,0,98,65.2,21.46,2986,737.8,-4.8,8.8,0.022,120,142.6
5.333333333,23.98,0.263333333,69.6,0.062,0.12,0.02,119,46.2,0,96,65.4,19.1,2984,736.8,-5,8.84,0.024,120,142.8
5.28,23.97333333,0.258666667,72.6,0.104,0.08,0.04,119,45.8,0,102,65.8,22.34,2970,724,-5,8.8,0.024,120,143
5.32,23.99333333,0.274,69.6,0.056,0.02,0.04,118.2,45.8,0,98,65.8,24.18,2948,736,-5,8.8,0.024,120,143
5.306666667,24.03333333,0.296666667,65.4,0.166,0.04,0.02,120.6,45.8,0,94,66,23.72,2974,735.4,-5.2,8.8,0.024,120,143.2
5.34,24.12,0.286666667,69.4,0.142,0.36,0.04,118.4,46,0,98,65.6,19.98,2950,732.8,-5.2,8.74,0.024,120,143
5.286666667,24.02666667,0.274,75,0.058,0.1,0.02,121,45.8,0,98,65.4,18.2,2930,731.6,-5.2,8.76,0.024,120,143
5.313333333,23.94,0.254666667,65.4,0.038,0.12,0.04,123.6,46.2,0,96,65.4,16.88,2984,731.4,-5.2,8.8,0.024,120,143.2
5.346666667,24.10666667,0.23,70,0.118,0.36,0.14,132.4,46,0,100,65.2,22.64,2966,732,-5.4,8.76,0.066,120,143.6
5.046666667,24.31333333,0.156666667,62.4,0.04,0.22,0.06,125.8,39.8,0,96,76,18.6,2372,471.984,-5.2,8.6,0.114828,120,143
5.066666667,24.001,0.245333333,64.4,0.06884,0.2306,0.0884,120.6,46.2,0,106,67.6,20.22,3078,677.8,-5.4,8.44,0.206,120,143
5.273333333,24.00666667,0.29,65.4,0.042,0.26,0.02,117.4,45.8,0,92,67.2,23.6,2944,739.2,-5.4,8.46,0.12,120,142.6
5.293333333,24.05333333,0.238666667,66.4,0.054,0.2,0.02,122.6,46.2,0,96,66.6,23.38,2990,728.6,-5.4,8.5,0.104,120,142.4
5.346666667,24.01333333,0.250666667,67,0.06,0.16,0.06,117.8,46,0,92,66.8,19.58,2984,729.2,-5.4,8.54,0.096,120,142.6
5.26,23.94666667,0.264666667,66.6,0.102,0.04,0.04,124.8,46.4,0,106,67.2,16.96,2978,733.4,-5.4,8.54,0.086,120,142.2
5.32,23.98666667,0.295333333,65.6,0.042,0.08,0.04,117.8,46.2,0,96,66.8,21.68,2980,723.2,-5.4,8.54,0.094,120,142.4
5.333333333,23.84666667,0.258,66.6,0.15,0.48,0.08,117,46,0,94,66.8,16.46,2968,730.2,-5.4,8.54,0.094,120,142
5.266666667,23.82,0.286,61.8,0.04,0.04,0.02,117.2,46,0,92,67,18.04,2974,739.4,-5.4,8.6,0.104,120,141.6
5.366666667,23.73333333,0.294,60.8,0.032,0.5,0.08,116.8,45.8,0,110,65.6,20.62,2948,730.2,-5.6,8.6,0.096,120,142.4
5.326666667,23.76,0.308,67.6,0.06,0.26,0.04,128,45.6,0,120,66.2,19.56,2954,714.4,-5.6,8.56,0.11,120,142.6
5.28,23.76,0.233333333,72,0.112,0.26,0.08,118.8,46.2,0,110,66.8,20.96,2990,719.8,-5.6,8.6,0.078,120,142.6
5.24,23.97333333,0.311333333,66.6,0.134,0.2,0.06,119,46.2,0,96,67.4,16.54,2992,713.2,-5.4,8.58,0.084,120,142.4
5.22,23.98,0.280666667,68.2,0.06,0.1,0,115.6,46.2,0,114,69,17.8,2994,732,-5.4,8.58,0.072,120,142
5.28,24.15333333,0.283333333,66.8,0.07,0.52,0.06,127.8,46,0,82,66.4,16.2,48,420.218,-5.2,8.56,0.098,120,142.2
5.373333333,24.02666667,0.254666667,67,0.084,0.44,0.04,123.4,46,0,112,66.6,18.66,2998,718.6,-5,8.62,0.068,120,142
5.34,24.09333333,0.232,71.2,0.172,0.48,0.08,122.8,46,0,100,66.4,19.1,3040,718.2,-5,8.6,0.094,120,143.2
5.373333333,23.98666667,0.222,65.8,0.07,0.06,0.02,121.6,46,0,94,66.6,19.6,3040,726.4,-5,8.6,0.1,120,143
5.353333333,23.96666667,0.263333333,71.6,0.106,0.38,0.22,124.4,46,0,120,66.6,17.4,3038,727.2,-5,8.64,0.068,120,142.6
5.366666667,24.04,0.266666667,68.2,0.07,0.2,0.04,122,46,0,116,66.2,17.68,3048,730,-5.2,8.6,0.072,120,142.6
5.386666667,24.08,0.234,67.4,0.032,0.06,0.02,127.4,43.4,0,132,68.646,19.46,38,316.068,-5.2,8.72,0.128242,120,142
5.326666667,23.98,0.262,66,0.142,0.42,0.12,117.4,46.2,0,96,65.6,22.06,3032,718.4,-5.2,8.6,0.068,120,142.6
5.326666667,23.96666667,0.294666667,68.2,0.052,0.2,0.12,116.8,46,0,92,65.2,16.6,3016,728.8,-5.2,8.5,0.05,120,142.6
5.286666667,24.07333333,0.269333333,69.6,0.09,0.24,0.04,114.4,46,0,88,65.4,19.26,2996,729.8,-5.2,8.52,0.06,120,142
5.34,23.91333333,0.276,67.8,0.054,0.1,0.04,116.4,45.8,0,98,66.2,18.06,2946,728.4,-5.2,8.62,0.078,120,142.2
5.28,23.94666667,0.262666667,65.6,0.128,0.34,0.04,115.6,46,0,98,66.2,21.4,2960,731.8,-5.2,8.66,0.104,120,142
5.333333333,23.96666667,0.328666667,63.8,0.106,0.08,0.06,111.8,46,0,96,66.4,16.78,2956,726.6,-5.2,8.62,0.096,120,141.6
5.326666667,23.93333333,0.347333333,67.4,0.06,0.36,0.08,120.8,45.6,0,106,66.6,15.88,2948,712.4,-5.2,8.64,0.11,120,142.4
5.326666667,24.03333333,0.294666667,67.8,0.018,0.06,0.02,118.4,46,0,92,68.2,17.92,2968,727.6,-5.2,8.62,0.094,120,142.2
5.353333333,24,0.276,72.2,0.16,0.48,0.04,115.6,45.8,0,102,68,23.68,2970,723,-5.2,8.7,0.088,120,142
5.366666667,23.92,0.284,71,0.06,0.14,0.02,123.2,46,0,98,67.8,17.2,2982,725.8,-5,8.72,0.084,120,142
5.333333333,23.90666667,0.268,66.4,0.032,0.2,0.02,121,45.8,0,98,67.6,19.16,2972,726.4,-5,8.72,0.056,120,141.8
5.34,23.94,0.247333333,68.2,0.066,0.16,0.04,118.4,46,0,96,67.6,21.12,2984,731.6,-4.8,8.74,0.064,120,141.8
5.346666667,23.95333333,0.277333333,72.6,0.114,0.1,0.02,122.4,40,0,126,68.2,17.2,1590,347.174,-4.8,8.78,0.072,120,142.6
5.306666667,23.90666667,0.252,70.6,0.12,0.18,0.04,122.8,46,0,104,66,19.5,2978,721.2,-4.8,8.74,0.024,120,141.8
5.326666667,24.02,0.246666667,69.2,0.048,0.32,0.06,122.4,46,0,102,65.6,16.86,2974,726.4,-4.8,8.74,0.024,120,142
5.32,23.92,0.260666667,70,0.07,0,0.04,123.6,45.8,0,100,65.4,21.78,2978,724.4,-4.8,8.74,0.022,120,142.6
5.526666667,23.98,0.270666667,72.8,0.036,0.1,0.1,132.4,46.2,0,86,64.2,23.9,2986,723.2,-4.8,8.72,0.132,120,142.2
5.613333333,23.98,0.259333333,69.8,0.132,0.28,0.08,121.8,46.2,0,82,63.8,18.26,2986,731.6,-4.8,8.72,0.142,120,142
5.533333333,23.93333333,0.286666667,74,0.058,0.04,0.02,122.2,45.8,0,78,63.8,19.48,2986,728,-5,8.7,0.132,120,142
5.546666667,23.88666667,0.134666667,70,0.064,0.1,0.02,134.8,50,0,104,64.8,21.3,38,399.192,-5,8.76,0.074,120,142.2
5.52,23.97333333,0.252,67.6,0.108,0.28,0.04,125,46.2,0,80,64,19.08,2964,730,-5,8.76,0.08,120,142.2
5.5,23.96,0.248666667,70.4,0.046,0.44,0.08,119.2,46.2,0,74,64.4,15.86,2952,764.8,-5,8.78,0.102,120,142.4
5.533333333,24.00666667,0.265333333,67.6,0.076,0.08,0.04,122.6,46.2,0,82,64.2,17.44,2976,751.4,-5,8.74,0.032,120,142.8
5.52,23.92666667,0.284666667,71,0.142,0.06,0,126.6,46,0,82,64,19.5,2932,743.4,-5,8.74,0.042,120,143
5.486666667,23.80666667,0.273333333,73.6,0.086,0.24,0.04,123.6,45.8,0,80,64,16.26,2936,735.8,-5,8.74,0.08,120,142.8
5.52,23.94,0.308666667,73.8,0.112,0.06,0,129.2,47,0,106,64.4,16.38,3226,394.488,-5,8.72,0.134,120,142.2
5.6,23.94666667,0.220666667,70.6,0.062,0.14,0,129.8,46.2,0,74,65,18.56,2950,768,-4.8,8.74,0.19,120,141.8
5.273333333,23.98526667,0.095333333,68.2,0.058,0.14,0.1,122,45.4,0,124,67.2,23.12,3086,189.4,-4.8,8.5,0.074,120,142
5.31,24.02666667,0.268,63.8,0.114,0.14,0.02,119.6,54.8,0,106,67.8,24.1,3722,368.626,-4.8,8.54,0.14,120,142
5.346666667,23.86,0.278666667,66.8,0.058,0.42,0.02,122.2,45.6,0,84,68,16.74,2990,706.2,-4.8,8.58,0.168,120,142
5.106666667,24.14,0.156,65,0.038,0.52,0.08,119.8,45.8,0,102,66.4,16.88,2950,723,-4.8,8.66,0.048,120,141.8
5.406666667,24.05333333,0.229333333,68.4,0.05,0.18,0.02,119.2,45.8,0,98,66.2,16.46,2974,725.2,-4.8,8.68,0.058,120,141.8
5.353333333,23.99333333,0.304,66.4,0.26,0.3,0.06,122.2,45.8,0,100,66.4,17.92,2984,722.6,-4.8,8.68,0.048,120,141.6
5.333333333,23.90666667,0.315333333,67.2,0.11,0.1,0.02,121,46,0,104,65.8,16.7,2992,725.2,-4.6,8.72,0.04,120,142.2
5.353333333,24.12,0.278666667,66.4,0.112,0.46,0.1,116.2,46.2,0,100,65.4,18.62,3100,718.4,-4.6,8.76,0.074,120,141.4
5.36,23.95333333,0.304666667,65,0.12,0.12,0.04,116.6,46.2,0,98,65.4,19.02,2994,739.8,-4.4,8.74,0.032,120,142.2
5.38,24.18,0.27,68.8,0.182,0.58,0.04,122.8,46.2,0,96,65,19.16,2994,728,-4.2,8.72,0.034,120,142.2
5.353333333,24.12,0.299333333,67.8,0.178,0.3,0.08,124.4,45.8,0,104,65.2,19.42,3044,724,-4.2,8.74,0.032,120,142.4
5.38,23.99333333,0.296666667,65.6,0.126,0.26,0.04,119,45.8,0,100,65,17.12,2984,729.6,-4.4,8.76,0.024,120,141.6
5.333333333,23.88,0.351333333,68,0.094,0.1,0.02,121.4,46,0,96,65,20.48,2970,726.8,-4.4,8.8,0.032,120,141.8
5.333333333,23.96666667,0.265333333,67.2,0.068,0.16,0.06,121,46,0,100,65.8,22.26,2964,718.8,-4.4,8.72,0.048,120,142
5.373333333,23.92666667,0.340666667,67,0.038,0.06,0.043,119.6,46,0,100,65.6,18.36,3002,705.8,-4.6,8.74,0.06,120,141.8
5.3,23.89333333,0.257333333,67.4,0.05,0.06,0.04,120,45.8,0,98,65.6,16.8,2996,711.2,-4.6,8.78,0.062,120,141.8
5.366666667,24.12666667,0.292666667,65.6,0.204,0.62,0.14,122.8,45.8,0,92,65.8,17.36,3014,700.6,-4.6,8.74,0.082,120,141.8
5.213333333,23.96,0.298666667,66,0.11,0.18,0.02,121.8,46,0,92,65.8,17.78,2984,707.2,-4.6,8.76,0.076,120,142.2
5.353333333,24.03333333,0.259333333,70.2,0.09,0.32,0.08,117.4,46.6,0,102,65.6,21.44,3104,650.6,-4.6,8.82,0.082,120,141.8
5.326666667,24.12666667,0.227333333,65,0.006,0.06,0.24,123.8,46.2,0,98,65.6,17.48,2998,708.8,-4.6,8.8,0.068,120,142.2
5.293333333,24.10666667,0.231333333,72.6,0.176,0.58,0.08,119,46.2,0,96,64.8,20.18,2956,734,-4.6,8.76,0.068,120,143
5.293333333,24.06,0.233333333,68.4,0.044,0.12,0.06,115.8,45.8,0,98,64.8,16.88,2968,726.8,-4.6,8.78,0.068,120,142.4
5.286666667,23.94666667,0.26,64.8,0.054,0.52,0.08,118,46,0,90,64.8,22.16,2962,725.8,-4.6,8.76,0.068,120,142.2
5.313333333,24,0.263333333,62.2,0.074,0.16,0.04,117.2,46.2,0,96,65.4,23.74,2962,729.6,-4.6,8.8,0.138,120,142.4
5.286666667,23.86666667,0.294,66,0.042,0.06,0.02,116.2,46.2,0,94,65.4,23.34,2974,722.6,-4.6,8.82,0.12,120,141.8
5.3,23.93333333,0.238,68.6,0.01,0.34,0.04,117.8,46,0,98,65.4,18.34,2952,726.8,-4.6,8.78,0.058,120,142.6
5.326666667,24.02,0.264,67,0.052,0.04,0.02,117.6,46,0,94,65.4,22.08,2990,727.4,-4.6,8.78,0.076,120,142.2
5.333333333,24.12,0.274,66.2,0.062,0.14,0.06,114.4,46.2,0,94,65.4,16.74,2984,726.8,-4.6,8.78,0.072,120,142.6
5.293333333,23.94,0.28,70.4,0.052,0.4,0.08,117.4,46.2,0,98,64.8,16.96,2976,727.6,-4.6,8.8,0.062,120,142
5.32,24.04,0.214666667,64.8,0.08,0.2,0.04,124.2,44.4,0,124,65.8,17.82,34,297.814,-4.8,8.86,0.104,120,142.8
5.26,24.02,0.258,63.8,0.068,0.22,0.04,118.2,46,0,104,64.6,18.92,2970,729.8,-4.8,8.76,0.06,120,142
5.28,24.08666667,0.242666667,64.4,0.026,0.32,0.08,125,46.2,0,102,64.8,16.96,2988,730.2,-4.8,8.78,0.05,120,142.6
5.246666667,23.88666667,0.319333333,68.2,0.028,0.36,0.04,122.6,46,0,98,64.8,16.38,2976,727,-4.8,8.82,0.042,120,143
5.28,24.14666667,0.125333333,68,0.038,0.22,0.24,125.4,50.4,0,136,72,16.58,3082,331.766,-4.8,8.84,0.109476,120,141.6
5.526666667,24.25333333,0.091333333,73.2,0.016,0.06,0.02,128.6,47.4,0,102.7,65.2,22.46,852,391.008,-4.8,8.86,0.058,120,142.6
5.64,23.95333333,0.212666667,73.8,0.03,0.14,0.04,122.6,45.8,0,80,65,21.22,2976,727.6,-4.8,8.92,0.05,120,142.6
5.473333333,23.96,0.238666667,73.6,0.11,0.22,0.06,120.4,46.2,0,80,65.4,20.42,3094,676.8,-4.8,8.92,0.086,120,142.2
5.5,23.95333333,0.25,68.4,0.058,0.18,0.04,128.2,42.8,0,110,66.6,17.56,38,309.018,-4.8,8.88,0.17,120,142.8
5.173333333,23.96046667,0.118666667,67,0.012,0.16,0.02,123.4,46.2,0,78,66.2,20.62,2964,731,-4.8,8.64,0.15,120,142.6
5.326666667,23.97333333,0.344666667,66.8,0.09108,0.2,0.0588,123,46.2,0,80,65,14.58,2940,738.2,-4.8,8.64,0.094,120,142.6
5.213333333,23.97733333,0.298666667,66,0.11,0.158,0.02,123.4,45.8,0,82,64.8,17.5,2948,730.2,-4.8,8.64,0.078,120,142.4
5.38,24.10666667,0.270666667,65.6,0.058,0.16,0.04,123.4,46,0,80,65.6,16.32,2928,735.6,-4.8,8.58,0.094,120,142.8
5.22,24.11333333,0.238,62.6,0.09,0.18,0.08,125.2,46.6,0,116,65.6,23.96,3082,742.4,-5,8.6,0.086,120,142.4
5.206666667,23.93333333,0.332,63.8,0.074,0.32,0.06,123.4,46,0,108,65.6,18.24,2942,721,-5,8.56,0.104,120,142.6
5.233333333,23.95333333,0.312666667,62.8,0.068,0.14,0.1,124,46,0,80,65.4,16.38,2966,727.6,-5,8.66,0.106,120,143
5.26,24.00666667,0.282666667,62.4,0.066,0.2,0.06,122.4,45.8,0,74,65.4,16.78,2954,729.6,-5,8.66,0.104,120,142.2
5.246666667,24.01333333,0.276666667,65,0.042,0.04,0.06,118.6,46,0,108,65.4,17.64,2972,727.4,-5,8.52,0.094,120,142.6
5.226666667,23.98,0.308666667,61.4,0.016,0.12,0.06,122.6,46.6,0,112,67.2,14.84,2944,772.6,-5,8.52,0.09,120,142.4
5.366666667,23.99333333,0.309333333,67.4,0.028,0.3,0.2,123.8,46,0,80,65.2,16.68,2982,719.2,-5,8.54,0.104,120,142
5.5,23.86,0.264,68.6,0.064,0.18,0.04,122.2,46.2,0,78,65.4,18.06,2958,730.2,-5,8.78,0.05,120,142.4
5.506666667,23.95333333,0.218,70.4,0.06,0.18,0.04,125.2,46,0,80,66.4,16.12,2960,732,-5,8.8,0.072,120,142.6
5.473333333,23.88,0.294666667,74.6,0.068,0.1,0.02,124.2,46,0,76,65.6,17.62,2958,727.6,-5,8.84,0.058,120,142.4
5.493333333,23.94,0.254666667,73.6,0.018,0.34,0.06,122.4,46.2,0,74,65.8,18.02,2938,741.2,-5,8.86,0.07,120,142
5.533333333,24.01333333,0.255333333,68.4,0.082,0.28,0.06,123,46,0,82,66.2,16.62,2980,729.8,-4.8,8.84,0.114,120,142.4
5.533333333,23.98,0.271333333,68.6,0.11,0.34,0.06,122.8,45.8,0,78,66.4,21.08,2978,732.6,-4.6,8.76,0.106,120,142.2
5.34,24.08666667,0.286666667,67.4,0.026,0.06,0.04,132.2,45.8,0,90,64.8,16.52,2994,731.4,-4.2,8.86,0.14,120,142.8
5.353333333,24.06666667,0.291333333,67.4,0.184,0.18,0.02,131,46,0,98,65.4,21.2,2960,733.8,-4.2,8.82,0.102,120,142.6
5.346666667,24.06666667,0.304,67.8,0.086,0.1,0.04,128.6,46,0,98,65.2,24.16,2996,729.6,-4.2,8.86,0.122,120,142.6
5.3,23.98666667,0.373333333,70.2,0.208,0.08,0.04,126.6,46,0,96,65.6,20.54,2988,727.6,-4.2,8.84,0.11,120,142.8
5.213333333,24,0.286,58.6,0.092,0.26,0.084,123.6,50,0,94,65.6,17.84,3112,728,-4.4,8.88,0.138,120,143.2
5.38,24.08666667,0.283333333,65,0.12,0.1,0.04,131,46.2,0,100,65.2,16.34,3028,729.6,-4.4,8.8,0.114,120,143
5.373333333,24.01333333,0.320666667,65.2,0.074,0.22,0.08,125.4,45.8,0,98,65,23.38,2994,724.8,-4.4,8.82,0.13,120,142.4
5.34,23.95333333,0.298,65,0.048,0.12,0,138,39.8,0,124,69.05,17.26,36,353.83,-4.2,8.88,0.102428,120,142.8
5.333333333,23.98666667,0.342666667,61.8,0.09,0.3,0.06,130.4,46,0,102,65.6,23.32,2982,732.8,-4.2,8.78,0.092,120,143
5.346666667,24,0.321333333,65.4,0.034,0.12,0.02,125.4,45.8,0,102,66.2,20.26,2984,727.2,-4.2,8.88,0.126,120,143.2
5.406666667,24.03333333,0.344666667,66.2,0.072,0.14,0.0566,136.6,49,0,128,66.6,22.82,36,334.082,-4.6,8.86,0.09,120,142.6
5.36,24.2,0.28,67.8,0.1,0.2,0.04,124.2,46,0,96,66.2,19.88,3026,725.4,-4.8,8.88,0.084,120,142.8
5.266666667,23.95333333,0.378666667,69.8,0.122,0.28,0.08,124.6,46.2,0,104,70.6,21.52,2992,729.8,-4.8,8.72,0.082,120,142.6
5.306666667,24.01333333,0.297333333,71.4,0.056,0.06,0.06,122.2,45.8,0,100,65.4,20.8,2944,715,-4.8,8.86,0.058,120,143
5.486666667,23.83333333,0.206666667,69.6,0.018,0.42,0.12,125.2,47.6,0,118,65,16.32,2956,194.2,-5,8.8,0.032,120,142.8
5.32,24.05333333,0.334,67.4,0.056,0.24,0.04,124.2,45.8,0,78,65,23.1,2914,767.8,-5,8.82,0.032,120,143
5.333333333,24.05333333,0.314666667,72.2,0.034,0.16,0.02,116.4,46,0,92,65.4,22.28,2972,726.4,-5,8.72,0.058,120,143.2
5.366666667,24.06666667,0.154666667,72.4,0.058,0.24,0.04,121.2,46.2,0,88,65.6,23.16,3028,726.6,-5,8.78,0.052,120,143
5.36,23.94666667,0.268,66.8,0.044,0.48,0.12,118.4,46,0,78,64.8,17.16,3022,725.4,-5,8.84,0.034,120,142.6
5.32,24.01333333,0.144666667,66,0.022,0.12,0.14,123.6,45.8,0,102,66.2,24.18,3006,731.2,-5,8.74,0.088,120,143.2
5.186666667,23.98,0.289333333,64.2,0.222,0.26,0.0768,125.2,46.2,0,100,66,17.06,3016,728.4,-5,8.76,0.078,120,143.4
5.333333333,24.02,0.348666667,71.4,0.046,0.1,0.06,133.2,53.6,0,128,66,22.8,40,325.504,-5.2,8.82,0.086,120,143.8
5.346666667,24.1,0.339333333,69,0.036,0.18,0.06,125.2,50.2,0,94,66,19.12,3170,726.2,-5.2,8.84,0.078,120,143
5.333333333,24.02666667,0.370666667,67,0.148,0.12,0.08,125.2,50,0,100,65.6,18.36,3110,742.4,-5.2,8.84,0.044,120,142.8
5.346666667,24.01333333,0.254666667,67.8,0.004,0.12,0.02,119.2,50,0,100,65.4,17.06,3148,686.2,-5.2,8.86,0.042,120,142.6
5.306666667,23.98,0.269333333,70.6,0.028,0.38,0.04,125.2,45.8,0,108,66.2,22.06,2986,685.8,-5.2,8.88,0.032,120,142.8
5.34,23.95333333,0.112666667,65.2,0.006,0.18,0.04,138.4,43.14,0,90,69.29,14.76,38,338.146,-5.2,8.7864,0.146874,120,143.2
5.1,23.9546,0.266846667,67,0.096,0.1,0.04,137,44.4,0,130,71.6,14.76,38,354.05,-5,8.74,0.099492,120,143.2
5.28,23.98,0.254666667,70.6,0.066,0.18,0.04,124.4,46,0,106,66.6,15.94,3060,672.6,-5.2,8.58,0.194,120,142.8
5.3,24.00666667,0.257333333,69.8,0.06,0.18,0.04,126.6,45.8,0,106,66.6,21.66,3060,669,-5.2,8.58,0.176,120,143.2
5.3,23.94,0.261333333,66.4,0.016,0,0,124,46,0,102,66.4,22.52,3048,667.4,-5.4,8.56,0.162,120,142.8
5.34,24.08666667,0.31,68.2,0.074,0.4,0.06,125.4,46.2,0,92,66.6,21.32,3012,731.2,-5.4,8.58,0.152,120,143
5.313333333,23.98,0.297333333,67.6,0.036,0.14,0.06,122.8,46,0,98,66.8,16.5,3040,726.8,-5.4,8.56,0.148,120,142.6
5.313333333,24.02666667,0.283333333,62.4,0.018,0.16,0.08,118.2,46,0,96,67.4,25.9,2930,760.8,-5.4,8.54,0.186,120,143.2
5.333333333,23.96666667,0.318,68.6,0.062,0.2,0.02,126,46,0,98,67.2,19.56,3000,731.4,-5.4,8.52,0.172,120,143.2
5.38,24.02666667,0.328,65,0.046,0.14,0.04,126.8,46,0,98,67,18.48,2996,736.4,-5.4,8.56,0.13,120,142.4
5.366666667,24.02,0.326666667,64.4,0.116,0.16,0.02,115.4,46,0,98,66.4,18.5,2974,721.8,-5.4,8.52,0.14,120,142.4
5.366666667,24.03333333,0.284666667,65.2,0.088,0.4,0.06,112.8,46,0,100,66.4,16.32,2978,716.8,-5.4,8.54,0.132,120,142.4
5.32,24.08,0.288,65.6,0.048,0.16,0.04,121.6,51.8,0,114.52,67.2,22.04,3368,235,-5.2,8.6,0.168,120,142
5.286666667,23.92666667,0.352,73.2,0.074,0.24,0.12,121.2,45.8,0,92,66.8,17.56,3038,727.8,-5,8.58,0.13,120,141.8
5.34,23.88,0.342666667,69.8,0.066,0.22,0.06,123.2,48,0,98,66.2,23.1,3108,728.8,-4.8,8.62,0.112,120,142.8
5.346666667,23.85333333,0.133333333,65.8,0.014,0.22,0.06,120.4,49.4,0,116.06,66.6,15.8,3362,325.2,-4.8,8.62,0.138,120,142.6
5.266666667,24.17333333,0.239333333,67.6,0.054,0.18,0.2,123.8,48,0,94,66.2,22.14,3102,727.8,-4.8,8.62,0.132,120,142.4
5.289233333,23.88,0.224,68.7888,0.162,0.04,0.072,121.8,48,0,110,67.2,16.6,3092,728.6,-4.8,8.52,0.118,120,142
5.32,24.07333333,0.296,61.4,0.004,0.2,0.06,123.2,48.2,0,82,68.2,17.2,3076,729,-5,8.52,0.118,120,143
5.3,24.08666667,0.334666667,68.2,0.178,0.34,0.08,121.6,47.8,0,76,65.8,20.48,3102,738.2,-5,8.54,0.104,120,142.4
5.266666667,23.89333333,0.347333333,61.2,0.13,0.14,0.04,126.4,53,0,134,66,15,42,328.966,-5.2,8.36,0.172,120,142.4
5.173333333,24.02666667,0.317333333,66.4,0.068,0.12,0.24,119.8,47.8,0,96,65.6,16.74,3048,722.4,-5.2,8.28,0.15,120,142.8
5.22,24.06,0.329333333,63.2,0.056,0.04,0.22,123.4,48.4,0,108,66,18.32,3208,545,-5.2,8.34,0.156,120,142.6
5.253333333,24.08666667,0.301333333,67.6,0.108,0.14,0.02,123.4,48.2,0,98,65.6,24.28,3052,731.8,-5.4,8.26,0.114,120,142.4
5.22,23.96666667,0.329333333,63.8,0.028,0.34,0.04,122.8,47.8,0,94,65.2,19.26,3074,731.4,-5.4,8.3,0.124,120,142.8
5.233333333,23.96666667,0.396666667,62.6,0.066,0.06,0.02,126.2,48,0,102,65.6,23.88,3074,728.4,-5.6,8.26,0.116,120,142.4
5.446666667,23.98,0.31,69.4,0.068,0.14,0.04,124,48,0,82,66.8,18.48,3044,728.4,-5.6,8.42,0.086,120,142.6
5.473333333,23.96666667,0.288666667,67.2,0.068,0.3,0.08,129,44.2,0,112,67.8,17.96,44,399.7,-5.6,8.5,0.09,120,142.8
5.48,24.01333333,0.364666667,70.8,0.124,0.22,0.04,114.8,47.8,0,78,66.8,22.48,3032,727.2,-6,8.5,0.084,120,142.4
5.486666667,24.04666667,0.292666667,69.4,0.106,0.26,0.04,118,48,0,82,67.2,23.24,3006,715.6,-6,8.54,0.086,120,142.4
5.453333333,24.06666667,0.334666667,74.4,0.12,0.38,0.02,115.8,48.2,0,74,67.4,22.56,3070,725.2,-6,8.56,0.086,120,142.4
5.506666667,24.00666667,0.392,71.6,0.018,0.2,0.02,116.4,48,0,80,66,23.24,3074,729.2,-5.8,8.44,0.116,120,142.4
5.56,23.99333333,0.399333333,70.2,0.084,0.22,0.16,115,47.8,0,78,66,18.38,3066,732.6,-5.8,8.44,0.112,120,142
5.406666667,24,0.245333333,71.4,0.026,0.04,0.0386,128,42,0,110,67.6,18.8,44,368.932,-5.6,8.5,0.106,120,142.8
5.493333333,23.95333333,0.373333333,68.4,0.056,0.16,0.02,124.6,48.2,0,110,66,13.32,44,384.752,-5.6,8.52,0.096,120,143
5.466666667,23.94,0.341333333,70.6,0.116,0.24,0.06,128.8,48.2,18,92,66,14.78,1044,469.236,-5.6,8.5,0.084,120,142.8
5.466666667,23.93333333,0.384666667,69.4,0.084,0.32,0.02,119.2,45.8,27.332,76,66.2,20.58,2950,724,-5.6,8.46,0.08,134,142.4
5.466666667,23.85333333,0.422,71.2,0.066,0.14,0.02,130.6,41.2,0,114,67.652,22.22,44,385.682,-5.8,8.62,0.164,134,143
5.513333333,23.92666667,0.304666667,73.2,0.074,0.02,0.02,123.8,46.2,25.608,80,66.6,19.04,2952,728.4,-5.6,8.4,0.186,120,142.2
5.526666667,23.9,0.336666667,69.4,0.21,0.12,0.04,120.2,46,26.558,80,67,21.12,2984,720.8,-5.8,8.42,0.216,120,142.6
5.586666667,24.05333333,0.324666667,68.2,0.088,0.18,0.08,116.8,46,26.086,74,67.2,13.86,2936,745,-5.8,8.54,0.144,120,142.4
